mae,rmse,bias,r2,n,target,split,lead,model,stratum
4.399411678314209,4.524371147155762,-4.399411678314209,-18.47410011291504,485862,swh,test,24,climatology,P99+
0.7424017786979675,1.1247334480285645,-0.0011289725080132484,-0.05823361873626709,48528234,swh,test,48,persistence,all
0.72927325963974,0.9943432211875916,0.0468192920088768,0.17292916774749756,48532962,swh,test,48,climatology,all
0.46079424023628235,0.7340458631515503,0.3009026050567627,-4.1196393966674805,24272202,swh,test,48,persistence,P0-50
0.6783717274665833,0.7714775800704956,0.6511787176132202,-4.652649879455566,24276421,swh,test,48,climatology,P0-50
0.814981997013092,1.1084649562835693,0.004136203788220882,-4.851573944091797,19401334,swh,test,48,persistence,P50-90
0.43714067339897156,0.5528055429458618,-0.15936534106731415,-0.45537567138671875,19401807,swh,test,48,climatology,P50-90
1.6538569927215576,1.928328275680542,-1.2945771217346191,-8.663118362426758,4368836,swh,test,48,persistence,P90-99
1.901297926902771,2.0106451511383057,-1.901297926902771,-9.505772590637207,4368872,swh,test,48,climatology,P90-99
3.716676712036133,4.115048408508301,-3.6693713665008545,-15.10982894897461,485862,swh,test,48,persistence,P99+
4.399411678314209,4.524371147155762,-4.399411678314209,-18.47410011291504,485862,swh,test,48,climatology,P99+
